materialNo,title,category,status,orderable,attributes
10000384,vario quick - Starter-Set Größe 65,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=65; Passend für=TOPlus mini
TOPlus premium
SPANNTOP mini; Variante=Starter-Set; Set beinhaltet neben der Grundausstattung*=Anschlagschraube Ø 15,5 / 39 mm
Rohlingschraube Ø 63 mm
Späneschutzring"
10000385,vario quick - Standard-Set Größe 65,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=65; Passend für=TOPlus mini
TOPlus premium
SPANNTOP mini; Variante=Standard-Set; Set beinhaltet neben der Grundausstattung*=Anschlagschraube Ø 15,5 / 29 / 39 / 49 / 59 mm
Rohlingschraube Ø 63 mm
Späneschutzring"
10000386,vario quick - Starter-Set Größe 80,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=80; Passend für=TOPlus mini
TOPlus premium
SPANNTOP mini; Variante=Starter-Set; Set beinhaltet neben der Grundausstattung*=Anschlagschraube Ø 15,5 / 39 / 69 mm
Rohlingschraube Ø 78 mm
Späneschutzring"
10000387,vario quick - Standard-Set Größe 80,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=80; Passend für=TOPlus mini
TOPlus premium
SPANNTOP mini; Variante=Standard-Set; Set beinhaltet neben der Grundausstattung*=Anschlagschraube Ø 15,5 / 29 / 39 / 49 / 59 / 69 / 79 mm
Rohlingschraube Ø 78 mm
Späneschutzring"
10000388,vario quick - Starter-Set Größe 100,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=100; Passend für=TOPlus mini
TOPlus premium
SPANNTOP mini; Variante=Starter-Set; Set beinhaltet neben der Grundausstattung*=Anschlagschraube Ø 39 / 79 mm
Rohlingschraube Ø 93 mm
Späneschutzring"
10000389,vario quick - Standard-Set 100,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=100; Passend für=TOPlus mini
TOPlus premium
SPANNTOP mini; Variante=Standard-Set; Set beinhaltet neben der Grundausstattung*=Anschlagschraube Ø 39 / 49 / 59 / 69 / 79 / 89 mm
Rohlingschraube Ø 93 mm
Späneschutzring"
10000391,vario quick - Starter-Set 52,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=52; Passend für=TOROK CFK SE/RD
TOROK Stahl SE/RD
MANOK plus CFK SE/RD; Variante=Starter-Set; Set beinhaltet neben der Grundausstattung*=Anschlagscheibe Ø 29 / 39 mm
Rohlingschraube Ø 50 mm"
10000392,vario quick - Standard-Set 52,Zubehör > Anschlagsystem vario > vario quick > Sets,online = Verkaufsfreigabe,False,"Baugröße=52; Passend für=TOROK CFK SE/RD
TOROK Stahl SE/RD
MANOK plus CFK SE/RD; Variante=Standard-Set; Set beinhaltet neben der Grundausstattung*=Anschlagschraube Ø 15,5 / 29 / 39 / 49 mm
Rohlingschraube Ø 50 mm"
10000451,Tandemzylinder HYDROK 32 RD / 40 SE,Zubehör > Tandemzylinder / Grundplatte für HYDROK ,online = Verkaufsfreigabe,False,"Baureihe=SE/RD; Baugröße=40/32; max. Betätigungskraft [Zug / Druck]=13,5 kN; max. Betätigungsdruck=55 bar; Außen-Ø=106 g6 mm; Befestigungslochkreis=LK Ø 92 [4 x M8]; Schnittstelle=Ø 12 H7; Höhe=35 mm; Ø Durchlass=32,5 mm; Flanschaufnahme=Ø 70 H7/g7; Zentrierhöhe 1=5 mm; Außenvierkant=79,8 mm; Anschlusslage=82 mm; Spannen über Grundplatte=33 °; Lösen über Grundplatte=33 °; Einbautiefe=5 +0,005 mm; Gesamtlänge=50,5 mm; Anschlussgewinde außen=M38 x 1"
10000461,MANDO Adapt T812 RD 42/52 - S,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=S; Adaptionsgröße=42/52; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=16 – 21 mm; Rundlauf ≤=0,025 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=15 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 39 f7; Lochkreisanschlag=LK Ø 57 [3 x M5]; Anschlagaußen-Ø=70 mm; Tiefe=41,5 mm; Anschlagaußen-Ø 2=45 mm; Länge=49,5 mm; Gesamtlänge=126,5 mm; Höhe=85,7 mm; Befestigungslochkreis=LK Ø 125 [3 x M10]; Außen-Ø=166 mm; Gewicht=7 kg; Min. Spannbereich=16 mm; Max. Spannbereich=21 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000462,MANDO Adapt T812 RD 42/52 - 2,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=2; Adaptionsgröße=42/52; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=36 – 54 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=40 mm; max. Druckkraft axial=20 kN; max. Spannkraft radial=94 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 65 f7; Lochkreisanschlag=LK Ø 90 [3 x M6]; Anschlagaußen-Ø=104 mm; Tiefe=73,5 mm; Anschlagaußen-Ø 2=76 mm; Länge=82,5 mm; Gesamtlänge=157,5 mm; Höhe=116,7 mm; Befestigungslochkreis=LK Ø 125 [3 x M10]; Außen-Ø=166 mm; Gewicht=9 kg; Min. Spannbereich=36 mm; Max. Spannbereich=54 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000463,MANDO Adapt T812 RD 42/52 - 3,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=3; Adaptionsgröße=42/52; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=50 – 80 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,35 mm; max. Anschlagtiefe=44,5 mm; max. Druckkraft axial=25 kN; max. Spannkraft radial=118 kN; Drehzahl n max.=6000 1/min.; Aufnahme Werkstückanschlag=Ø 83 f7; Lochkreisanschlag=LK Ø 104 [3 x M6]; Anschlagaußen-Ø=120 mm; Tiefe=80,0 mm; Anschlagaußen-Ø 2=105 mm; Länge=89,5 mm; Gesamtlänge=164,5 mm; Höhe=123,7 mm; Befestigungslochkreis=LK Ø 125 [3 x M10]; Außen-Ø=166 mm; Gewicht=9 kg; Min. Spannbereich=50 mm; Max. Spannbereich=80 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000465,MANDO Adapt T812 RD 80 - XS,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=XS; Adaptionsgröße=80; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=13 – 19 mm; Rundlauf ≤=0,025 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=14 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 36 f7; Lochkreisanschlag=LK Ø 53 [3 x M5]; Anschlagaußen-Ø=65 mm; Tiefe=39,5 mm; Anschlagaußen-Ø 2=42 mm; Länge=47,5 mm; Gesamtlänge=129,5 mm; Höhe=83,7 mm; Befestigungslochkreis=LK Ø 160 [3 x M10]; Außen-Ø=202 mm; Gewicht=10 kg; Min. Spannbereich=13 mm; Max. Spannbereich=19 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000466,MANDO Adapt T812 RD 80 - S,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=S; Adaptionsgröße=80; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=16 – 21 mm; Rundlauf ≤=0,025 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=15 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 39 f7; Lochkreisanschlag=LK Ø 57 [3 x M5]; Anschlagaußen-Ø=70 mm; Tiefe=41,5 mm; Anschlagaußen-Ø 2=45 mm; Länge=49,5 mm; Gesamtlänge=131,5 mm; Höhe=85,7 mm; Befestigungslochkreis=LK Ø 160 [3 x M10]; Außen-Ø=202 mm; Gewicht=10 kg; Min. Spannbereich=16 mm; Max. Spannbereich=21 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000467,MANDO Adapt T812 RD 80 - 0,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=0; Adaptionsgröße=80; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=20 – 28 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=21 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 47 f7; Lochkreisanschlag=LK Ø 70 [3 x M6]; Anschlagaußen-Ø=90 mm; Tiefe=51,5 mm; Anschlagaußen-Ø 2=54 mm; Länge=60,5 mm; Gesamtlänge=140,5 mm; Höhe=94,7 mm; Befestigungslochkreis=LK Ø 160 [3 x M10]; Außen-Ø=202 mm; Gewicht=11 kg; Min. Spannbereich=20 mm; Max. Spannbereich=28 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000468,MANDO Adapt T812 RD 80 - 4,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=4; Adaptionsgröße=80; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=69 – 100 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,35 mm; max. Anschlagtiefe=52,5 mm; max. Druckkraft axial=35 kN; max. Spannkraft radial=165 kN; Drehzahl n max.=6000 1/min.; Aufnahme Werkstückanschlag=Ø 103 f7; Lochkreisanschlag=LK Ø 124 [3 x M6]; Anschlagaußen-Ø=138 mm; Tiefe=90,5 mm; Anschlagaußen-Ø 2=124 mm; Länge=99,5 mm; Gesamtlänge=179,5 mm; Höhe=133,7 mm; Befestigungslochkreis=LK Ø 160 [3 x M10]; Außen-Ø=202 mm; Gewicht=14 kg; Min. Spannbereich=69 mm; Max. Spannbereich=100 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000469,MANDO Adapt T812 RD 42/52 - XS,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=XS; Adaptionsgröße=42/52; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=13 – 19 mm; Rundlauf ≤=0,025 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=14 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 36 f7; Lochkreisanschlag=LK Ø 53 [3 x M5]; Anschlagaußen-Ø=65 mm; Tiefe=39,5 mm; Anschlagaußen-Ø 2=42 mm; Länge=47,5 mm; Gesamtlänge=124,5 mm; Höhe=83,7 mm; Befestigungslochkreis=LK Ø 125 [3 x M10]; Außen-Ø=166 mm; Gewicht=7 kg; Min. Spannbereich=13 mm; Max. Spannbereich=19 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000470,MANDO Adapt T812 RD 65 - XS,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=XS; Adaptionsgröße=65; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=13 – 19 mm; Rundlauf ≤=0,025 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=14 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 36 f7; Lochkreisanschlag=LK Ø 53 [3 x M5]; Anschlagaußen-Ø=65 mm; Tiefe=39,5 mm; Anschlagaußen-Ø 2=42 mm; Länge=47,5 mm; Gesamtlänge=129,5 mm; Höhe=83,7 mm; Befestigungslochkreis=LK Ø 145 [3 x M10]; Außen-Ø=183 mm; Gewicht=8 kg; Min. Spannbereich=13 mm; Max. Spannbereich=19 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000471,MANDO Adapt T812 RD 65 - S,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=S; Adaptionsgröße=65; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=16 – 21 mm; Rundlauf ≤=0,025 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=15 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=6000 1/min.; Aufnahme Werkstückanschlag=Ø 39 f7; Lochkreisanschlag=LK Ø 57 [3 x M5]; Anschlagaußen-Ø=70 mm; Tiefe=41,5 mm; Anschlagaußen-Ø 2=45 mm; Länge=49,5 mm; Gesamtlänge=131,5 mm; Höhe=85,7 mm; Befestigungslochkreis=LK Ø 145 [3 x M10]; Außen-Ø=183 mm; Gewicht=8 kg; Min. Spannbereich=16 mm; Max. Spannbereich=21 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000472,MANDO Adapt T812 RD 42/52 - 0,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=0; Adaptionsgröße=42/52; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=20 – 28 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=21 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 47 f7; Lochkreisanschlag=LK Ø 70 [3 x M6]; Anschlagaußen-Ø=90 mm; Tiefe=51,5 mm; Anschlagaußen-Ø 2=54 mm; Länge=60,5 mm; Gesamtlänge=135,5 mm; Höhe=94,7 mm; Befestigungslochkreis=LK Ø 125 [3 x M10]; Außen-Ø=166 mm; Gewicht=8 kg; Min. Spannbereich=20 mm; Max. Spannbereich=28 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000473,MANDO Adapt T812 RD 65 - 0,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=0; Adaptionsgröße=65; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=20 – 28 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=21 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=6000 1/min.; Aufnahme Werkstückanschlag=Ø 47 f7; Lochkreisanschlag=LK Ø 70 [3 x M6]; Anschlagaußen-Ø=90 mm; Tiefe=51,5 mm; Anschlagaußen-Ø 2=54 mm; Länge=60,5 mm; Gesamtlänge=140,5 mm; Höhe=94,7 mm; Befestigungslochkreis=LK Ø 145 [3 x M10]; Außen-Ø=183 mm; Gewicht=9 kg; Min. Spannbereich=20 mm; Max. Spannbereich=28 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000474,MANDO Adapt T812 RD 42/52 - 1,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=1; Adaptionsgröße=42/52; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=26 – 38 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,4 mm; Spannreserve im Ø=0,3 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,25 mm; max. Anschlagtiefe=25 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 55 f7; Lochkreisanschlag=LK Ø 75 [3 x M6]; Anschlagaußen-Ø=90 mm; Tiefe=57,5 mm; Anschlagaußen-Ø 2=62 mm; Länge=66,5 mm; Gesamtlänge=140,5 mm; Höhe=99,7 mm; Befestigungslochkreis=LK Ø 125 [3 x M10]; Außen-Ø=166 mm; Gewicht=8 kg; Min. Spannbereich=26 mm; Max. Spannbereich=38 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000475,MANDO Adapt T812 RD 65 - 1,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=1; Adaptionsgröße=65; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=26 – 38 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,35 mm; max. Anschlagtiefe=25 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=6000 1/min.; Aufnahme Werkstückanschlag=Ø 55 f7; Lochkreisanschlag=LK Ø 75 [3 x M6]; Anschlagaußen-Ø=90 mm; Tiefe=57,5 mm; Anschlagaußen-Ø 2=62 mm; Länge=66,5 mm; Gesamtlänge=145,5 mm; Höhe=99,7 mm; Befestigungslochkreis=LK Ø 145 [3 x M10]; Außen-Ø=183 mm; Gewicht=9 kg; Min. Spannbereich=26 mm; Max. Spannbereich=38 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000476,MANDO Adapt T812 RD 80 - 1,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=1; Adaptionsgröße=80; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=26 – 38 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,35 mm; max. Anschlagtiefe=25 mm; max. Druckkraft axial=10 kN; max. Spannkraft radial=47 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 55 f7; Lochkreisanschlag=LK Ø 75 [3 x M6]; Anschlagaußen-Ø=90 mm; Tiefe=57,5 mm; Anschlagaußen-Ø 2=62 mm; Länge=66,5 mm; Gesamtlänge=145,5 mm; Höhe=99,7 mm; Befestigungslochkreis=LK Ø 160 [3 x M10]; Außen-Ø=202 mm; Gewicht=11 kg; Min. Spannbereich=26 mm; Max. Spannbereich=38 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000477,MANDO Adapt T812 RD 65 - 2,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=2; Adaptionsgröße=65; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=36 – 54 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,3 mm; max. Anschlagtiefe=40 mm; max. Druckkraft axial=20 kN; max. Spannkraft radial=94 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 65 f7; Lochkreisanschlag=LK Ø 90 [3 x M6]; Anschlagaußen-Ø=104 mm; Tiefe=73,5 mm; Anschlagaußen-Ø 2=76 mm; Länge=82,5 mm; Gesamtlänge=162,5 mm; Höhe=116,7 mm; Befestigungslochkreis=LK Ø 145 [3 x M10]; Außen-Ø=183 mm; Gewicht=10 kg; Min. Spannbereich=36 mm; Max. Spannbereich=54 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000478,MANDO Adapt T812 RD 80 - 2,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=2; Adaptionsgröße=80; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=36 – 54 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,3 mm; max. Anschlagtiefe=40 mm; max. Druckkraft axial=20 kN; max. Spannkraft radial=94 kN; Drehzahl n max.=7000 1/min.; Aufnahme Werkstückanschlag=Ø 65 f7; Lochkreisanschlag=LK Ø 90 [3 x M6]; Anschlagaußen-Ø=104 mm; Tiefe=73,5 mm; Anschlagaußen-Ø 2=76 mm; Länge=82,5 mm; Gesamtlänge=162,5 mm; Höhe=116,7 mm; Befestigungslochkreis=LK Ø 160 [3 x M10]; Außen-Ø=202 mm; Gewicht=11 kg; Min. Spannbereich=36 mm; Max. Spannbereich=54 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000479,MANDO Adapt T812 RD 65 - 3,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=3; Adaptionsgröße=65; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=50 – 80 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,35 mm; max. Anschlagtiefe=44,5 mm; max. Druckkraft axial=25 kN; max. Spannkraft radial=118 kN; Drehzahl n max.=6000 1/min.; Aufnahme Werkstückanschlag=Ø 83 f7; Lochkreisanschlag=LK Ø 104 [3 x M6]; Anschlagaußen-Ø=120 mm; Tiefe=80,0 mm; Anschlagaußen-Ø 2=105 mm; Länge=89,5 mm; Gesamtlänge=169,5 mm; Höhe=123,7 mm; Befestigungslochkreis=LK Ø 145 [3 x M10]; Außen-Ø=183 mm; Gewicht=11 kg; Min. Spannbereich=50 mm; Max. Spannbereich=80 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
10000480,MANDO Adapt T812 RD 80 - 3,Adaptionsspannmittel > MANDO Adapt > Adapt T812,online = Verkaufsfreigabe,False,"Baugröße=3; Adaptionsgröße=80; Passend für=SPANNTOP mini Axfix
SPANNTOP nova Kombi Axfix; Spannbereich=50 – 80 mm; Rundlauf ≤=0,015 mm; Lösehub im Ø=0,5 mm; Spannreserve im Ø=0,4 mm; Überbrückung / empfohlene Werkstücktoleranz=± 0,35 mm; max. Anschlagtiefe=44,5 mm; max. Druckkraft axial=25 kN; max. Spannkraft radial=118 kN; Drehzahl n max.=5500 1/min.; Aufnahme Werkstückanschlag=Ø 83 f7; Lochkreisanschlag=LK Ø 104 [3 x M6]; Anschlagaußen-Ø=120 mm; Tiefe=80,0 mm; Anschlagaußen-Ø 2=105 mm; Länge=89,5 mm; Gesamtlänge=169,5 mm; Höhe=123,7 mm; Befestigungslochkreis=LK Ø 160 [3 x M10]; Außen-Ø=202 mm; Gewicht=12 kg; Min. Spannbereich=50 mm; Max. Spannbereich=80 mm; Baureihe=RD; Betätigung=Druck; Beschreibung=Dorn-im-Spannmittel, ohne Zugbolzen"
